station,timestamp_utc,solar_radiation_w_m2,rain_mm,wind_speed_kmh,wind_gust_speed_kmh,wind_direction_deg,air_temperature_c,battery_v
tracadie,2025-10-01 00:00:00+00:00,69.6984126984127,0.0,21.353650793650793,26.714444444444442,341.0,11.990222222222222,4.3798611111111105
tracadie,2025-10-02 00:00:00+00:00,161.6513888888889,0.0,18.56652777777778,24.002499999999998,10.0,11.724833333333333,4.360454861111111
tracadie,2025-10-03 00:00:00+00:00,180.0861111111111,0.0,15.901388888888889,21.402361111111112,204.0,12.974277777777777,4.365326388888889
tracadie,2025-10-04 00:00:00+00:00,143.325,0.0,12.895,16.626527777777778,190.0,14.653972222222222,4.367489583333334
tracadie,2025-10-05 00:00:00+00:00,107.0736111111111,0.0,10.398333333333333,13.725277777777778,4.0,13.201402777777778,4.359371527777778
tracadie,2025-10-06 00:00:00+00:00,159.11805555555554,0.0,11.486666666666666,15.69625,128.0,19.658166666666666,4.368982638888889
tracadie,2025-10-07 00:00:00+00:00,162.075,0.0,18.180416666666666,24.589305555555555,192.0,18.98626388888889,4.372006944444444
tracadie,2025-10-08 00:00:00+00:00,53.265277777777776,2.0,20.812083333333334,28.401527777777776,168.0,17.57045833333333,4.357708333333333
tracadie,2025-10-09 00:00:00+00:00,85.19444444444444,2.2,35.91027777777778,45.874861111111116,345.0,10.436083333333332,4.348288194444445
tracadie,2025-10-10 00:00:00+00:00,148.33194444444445,0.0,21.410555555555558,28.81736111111111,303.0,9.703291666666667,4.348479166666667
tracadie,2025-10-11 00:00:00+00:00,163.32222222222222,0.0,17.84888888888889,24.321527777777778,188.0,11.233319444444444,4.355177083333333
tracadie,2025-10-12 00:00:00+00:00,150.37777777777777,0.0,18.958194444444445,23.374861111111112,298.0,11.337180555555555,4.360600694444445
tracadie,2025-10-13 00:00:00+00:00,156.63055555555556,0.0,9.82,12.031805555555556,28.0,8.670458333333332,4.353503472222222
tracadie,2025-10-14 00:00:00+00:00,141.2,0.0,5.4799999999999995,7.493333333333333,142.0,8.615958333333333,4.3527604166666665
tracadie,2025-10-15 00:00:00+00:00,118.1125,0.0,7.560555555555556,9.878333333333332,218.0,11.528708333333334,4.34646875
tracadie,2025-10-16 00:00:00+00:00,68.47083333333333,0.0,21.989583333333332,26.094444444444445,20.0,12.245680555555555,4.345298611111111
tracadie,2025-10-17 00:00:00+00:00,47.25416666666667,0.0,26.167361111111113,32.23583333333333,18.0,11.838208333333334,4.34075
tracadie,2025-10-18 00:00:00+00:00,56.69444444444444,0.8,26.780416666666667,33.99347222222222,11.0,11.316333333333334,4.337427083333334
tracadie,2025-10-19 00:00:00+00:00,70.85138888888889,1.2000000000000002,18.597916666666666,23.757638888888888,348.0,12.099569444444445,4.3398159722222225
tracadie,2025-10-20 00:00:00+00:00,33.75416666666667,0.0,8.223333333333333,10.729027777777777,10.0,11.123013888888888,4.334151408450704
tracadie,2025-10-21 00:00:00+00:00,36.86527777777778,6.0,16.365277777777777,21.064027777777778,146.0,12.816069444444445,4.335277777777778
tracadie,2025-10-22 00:00:00+00:00,91.92777777777778,0.0,11.315138888888889,14.967083333333333,174.0,13.482694444444446,4.340204861111111
tracadie,2025-10-23 00:00:00+00:00,118.5875,21.8,16.39027777777778,22.114583333333332,102.0,15.017763888888888,4.353815972222223
tracadie,2025-10-24 00:00:00+00:00,111.52916666666667,0.0,8.121666666666668,10.93986111111111,136.0,12.0855,4.355222222222222
tracadie,2025-10-25 00:00:00+00:00,41.981944444444444,0.0,6.97,9.283333333333333,100.0,9.564208333333333,4.346052083333333
tracadie,2025-10-26 00:00:00+00:00,68.46388888888889,0.0,6.3,8.238333333333333,197.0,7.382958333333333,4.343364583333333
tracadie,2025-10-27 00:00:00+00:00,23.218055555555555,0.4,24.07111111111111,28.172777777777778,171.0,10.192944444444445,4.325236111111111
tracadie,2025-10-28 00:00:00+00:00,21.90277777777778,0.6000000000000001,33.191805555555554,40.569583333333334,18.0,10.248166666666666,4.317975694444445
tracadie,2025-10-29 00:00:00+00:00,83.1986111111111,0.0,12.350138888888889,15.153333333333332,4.0,9.629375,4.332402777777777
tracadie,2025-10-30 00:00:00+00:00,104.61944444444444,0.0,8.695,10.571666666666667,13.0,10.408333333333333,4.335770833333333
tracadie,2025-10-31 00:00:00+00:00,11.091666666666667,17.2,23.23625,29.167777777777776,112.0,12.106555555555556,4.319920138888889
tracadie,2025-11-01 00:00:00+00:00,1.0,0.2,15.426666666666668,21.185555555555556,202.0,12.649777777777778,4.256
