station,timestamp_utc,solar_radiation_w_m2,rain_mm,wind_speed_kmh,wind_gust_speed_kmh,wind_direction_deg,air_temperature_c,battery_v
tracadie,2025-11-01 03:00:00+00:00,1.0,0.0,17.8,25.043333333333333,160.0,12.250333333333334,4.238
tracadie,2025-11-01 04:00:00+00:00,1.0,0.0,23.59,33.04666666666667,161.0,12.094,4.228416666666667
tracadie,2025-11-01 05:00:00+00:00,1.0,0.0,27.30666666666667,38.3,163.0,11.733,4.21825
tracadie,2025-11-01 06:00:00+00:00,1.0,0.0,31.290000000000003,44.5,190.0,11.21,4.206666666666667
tracadie,2025-11-01 07:00:00+00:00,1.0,0.0,30.529999999999998,43.18,192.0,10.871,4.195666666666667
tracadie,2025-11-01 08:00:00+00:00,1.0,0.0,31.083333333333332,44.019999999999996,185.0,10.705333333333334,4.18725
tracadie,2025-11-01 09:00:00+00:00,1.0,0.0,28.84333333333333,40.86,197.0,9.602,4.183666666666666
tracadie,2025-11-01 10:00:00+00:00,1.0,0.0,25.19333333333333,36.416666666666664,188.0,9.791333333333334,4.179416666666667
tracadie,2025-11-01 11:00:00+00:00,8.666666666666666,0.0,27.14333333333333,37.86,192.0,9.402333333333333,4.21025
tracadie,2025-11-01 12:00:00+00:00,52.53333333333333,0.0,28.756666666666668,41.059999999999995,197.0,9.173,4.3918333333333335
tracadie,2025-11-01 13:00:00+00:00,109.23333333333333,0.0,28.763333333333332,40.82,213.0,8.841666666666667,4.475833333333333
tracadie,2025-11-01 14:00:00+00:00,365.5,0.0,34.13333333333333,50.3,241.0,10.179666666666666,4.477666666666667
tracadie,2025-11-01 15:00:00+00:00,375.06666666666666,0.0,33.416666666666664,49.059999999999995,246.0,10.673,4.47925
tracadie,2025-11-01 16:00:00+00:00,149.23333333333332,0.0,28.276666666666664,40.980000000000004,248.0,10.550666666666666,4.4805
tracadie,2025-11-01 17:00:00+00:00,144.8,0.0,26.34,39.21666666666667,240.0,10.538,4.480916666666666
tracadie,2025-11-01 18:00:00+00:00,65.83333333333333,0.0,27.06,39.38,243.0,10.364,4.4824166666666665
tracadie,2025-11-01 19:00:00+00:00,31.966666666666665,0.0,23.633333333333333,34.29,244.0,10.181999999999999,4.46875
tracadie,2025-11-01 20:00:00+00:00,6.166666666666667,0.0,18.323333333333334,27.63,237.0,10.556666666666667,4.356166666666667
tracadie,2025-11-01 21:00:00+00:00,1.0,0.0,20.763333333333332,29.84,237.0,10.507333333333333,4.296166666666667
tracadie,2025-11-01 22:00:00+00:00,1.0,0.0,21.53666666666667,31.843333333333337,244.0,10.232666666666667,4.280083333333333
tracadie,2025-11-01 23:00:00+00:00,1.0,0.0,28.276666666666664,41.22,240.0,9.483,4.270583333333334
tracadie,2025-11-02 00:00:00+00:00,1.0,0.0,25.27,37.14,234.0,9.076333333333334,4.261083333333333
tracadie,2025-11-02 01:00:00+00:00,1.0,0.0,27.746666666666666,40.25666666666667,248.0,8.494333333333334,4.252666666666666
tracadie,2025-11-02 02:00:00+00:00,1.0,0.0,27.626666666666665,40.45666666666667,246.0,7.902666666666666,4.243083333333334
tracadie,2025-11-02 03:00:00+00:00,1.0,0.0,26.616666666666667,39.66,256.0,7.384,4.232916666666667
tracadie,2025-11-02 04:00:00+00:00,1.0,0.0,27.55,39.580000000000005,260.0,6.716333333333334,4.221583333333333
tracadie,2025-11-02 05:00:00+00:00,1.0,0.0,22.98,34.056666666666665,247.0,6.139666666666667,4.208916666666666
tracadie,2025-11-02 06:00:00+00:00,1.0,0.0,22.293333333333333,31.926666666666666,244.0,5.999333333333333,4.1935
tracadie,2025-11-02 07:00:00+00:00,1.0,0.0,21.526666666666664,31.493333333333332,253.0,6.190666666666667,4.1779166666666665
tracadie,2025-11-02 08:00:00+00:00,1.0,0.0,21.483333333333334,31.45,246.0,6.298333333333333,4.1658333333333335
tracadie,2025-11-02 09:00:00+00:00,1.0,0.0,26.086666666666666,36.13333333333333,253.0,6.509666666666666,4.16525
tracadie,2025-11-02 10:00:00+00:00,1.2333333333333334,0.0,32.18,43.26,284.0,6.824,4.1665833333333335
tracadie,2025-11-02 11:00:00+00:00,20.733333333333334,0.0,28.52,38.26,279.0,6.461,4.29475
tracadie,2025-11-02 12:00:00+00:00,66.73333333333333,0.0,28.113333333333333,36.940000000000005,275.0,7.074333333333333,4.472583333333334
tracadie,2025-11-02 13:00:00+00:00,106.3,0.0,27.96333333333333,36.580000000000005,295.0,7.480333333333333,4.4742500000000005
tracadie,2025-11-02 14:00:00+00:00,140.4,0.0,26.470000000000002,35.34,286.0,7.448666666666667,4.47525
tracadie,2025-11-02 15:00:00+00:00,170.26666666666668,0.0,23.743333333333332,31.686666666666667,284.0,7.501,4.476500000000001
tracadie,2025-11-02 16:00:00+00:00,246.96666666666667,0.0,23.086666666666666,31.176666666666666,285.0,7.689666666666667,4.477250000000001
tracadie,2025-11-02 17:00:00+00:00,228.26666666666668,0.0,22.526666666666664,30.17,278.0,7.938666666666666,4.478166666666667
tracadie,2025-11-02 18:00:00+00:00,287.73333333333335,0.0,18.84,26.5,265.0,8.308666666666666,4.4784999999999995
tracadie,2025-11-02 19:00:00+00:00,160.26666666666668,0.0,15.72,22.46333333333333,260.0,8.506666666666666,4.479833333333334
tracadie,2025-11-02 20:00:00+00:00,32.03333333333333,0.0,7.680000000000001,11.120000000000001,253.0,7.990666666666667,4.468083333333333
tracadie,2025-11-02 21:00:00+00:00,1.1,0.0,6.12,7.48,206.0,6.3853333333333335,4.322166666666667
tracadie,2025-11-02 22:00:00+00:00,1.0,0.0,10.92,16.053333333333335,187.0,6.936333333333334,4.284583333333333
tracadie,2025-11-02 23:00:00+00:00,1.0,0.0,11.6,15.72,246.0,7.302666666666666,4.272
tracadie,2025-11-03 00:00:00+00:00,1.0,0.0,12.0,18.326666666666664,244.0,6.956666666666666,4.263083333333333
tracadie,2025-11-03 01:00:00+00:00,1.0,0.0,13.120000000000001,18.48,248.0,5.960666666666667,4.2547500000000005
tracadie,2025-11-03 02:00:00+00:00,1.0,0.0,13.08,19.16,233.0,5.411666666666666,4.2450833333333335
tracadie,2025-11-03 03:00:00+00:00,1.0,0.0,14.32,20.009999999999998,253.0,5.524333333333333,4.2355833333333335
tracadie,2025-11-03 04:00:00+00:00,1.0,0.0,14.08,19.08,225.0,4.751666666666667,4.226
tracadie,2025-11-03 05:00:00+00:00,1.0,0.0,10.92,14.72,234.0,4.2363333333333335,4.214583333333334
tracadie,2025-11-03 06:00:00+00:00,1.0,0.0,9.639999999999999,12.360000000000001,233.0,3.619333333333333,4.201583333333333
tracadie,2025-11-03 07:00:00+00:00,1.0,0.0,10.56,13.24,236.0,3.234666666666667,4.184583333333333
tracadie,2025-11-03 08:00:00+00:00,1.0,0.0,10.6,13.479999999999999,215.0,3.0856666666666666,4.16875
tracadie,2025-11-03 09:00:00+00:00,1.0,0.0,9.479999999999999,12.04,213.0,3.003333333333333,4.159166666666667
tracadie,2025-11-03 10:00:00+00:00,1.0,0.0,10.520000000000001,13.479999999999999,219.0,4.0,4.15625
tracadie,2025-11-03 11:00:00+00:00,11.7,0.0,7.96,10.96,260.0,4.422333333333333,4.211083333333334
tracadie,2025-11-03 12:00:00+00:00,53.0,0.0,7.680000000000001,10.16,205.0,4.235333333333333,4.4526666666666666
tracadie,2025-11-03 13:00:00+00:00,87.56666666666666,0.0,7.88,11.16,205.0,4.764333333333334,4.4715
tracadie,2025-11-03 14:00:00+00:00,133.16666666666666,0.0,13.16,18.48,251.0,4.946,4.472833333333334
tracadie,2025-11-03 15:00:00+00:00,198.66666666666666,0.0,13.84,19.243333333333332,237.0,5.443,4.47375
tracadie,2025-11-03 16:00:00+00:00,341.76666666666665,0.0,11.32,16.52,215.0,6.048333333333333,4.474833333333334
tracadie,2025-11-03 17:00:00+00:00,402.56666666666666,0.0,12.68,17.92,219.0,6.731,4.475666666666666
tracadie,2025-11-03 18:00:00+00:00,293.23333333333335,0.0,15.8,22.46333333333333,177.0,7.7156666666666665,4.47675
tracadie,2025-11-03 19:00:00+00:00,160.36666666666667,0.0,14.44,19.403333333333332,201.0,8.512333333333334,4.477416666666667
tracadie,2025-11-03 20:00:00+00:00,19.933333333333334,0.0,9.68,13.0,174.0,7.139333333333334,4.43975
tracadie,2025-11-03 21:00:00+00:00,1.0,0.0,9.0,11.4,138.0,5.687666666666667,4.3075
tracadie,2025-11-03 22:00:00+00:00,1.0,0.0,9.32,12.08,128.0,5.409000000000001,4.281083333333333
tracadie,2025-11-03 23:00:00+00:00,1.0,0.0,9.24,13.04,161.0,6.624666666666667,4.267916666666666
tracadie,2025-11-04 00:00:00+00:00,1.0,0.0,11.76,15.44,166.0,7.336333333333333,4.259166666666666
tracadie,2025-11-04 01:00:00+00:00,1.0,0.0,11.92,15.6,156.0,7.382333333333333,4.251333333333333
tracadie,2025-11-04 02:00:00+00:00,1.0,0.0,15.639999999999999,20.363333333333333,159.0,6.802666666666667,4.240166666666666
tracadie,2025-11-04 03:00:00+00:00,1.0,0.4,12.120000000000001,15.72,160.0,6.390666666666666,4.229666666666667
tracadie,2025-11-04 04:00:00+00:00,1.0,0.2,10.88,14.44,154.0,6.410333333333333,4.2171666666666665
tracadie,2025-11-04 05:00:00+00:00,1.0,0.2,9.04,11.96,136.0,6.327666666666667,4.20225
tracadie,2025-11-04 06:00:00+00:00,1.0,1.0,7.64,9.56,138.0,6.171333333333333,4.1875
tracadie,2025-11-04 07:00:00+00:00,1.0,0.6000000000000001,9.8,11.92,111.0,5.918666666666667,4.17375
tracadie,2025-11-04 08:00:00+00:00,1.0,1.0,10.520000000000001,12.32,91.0,5.917666666666666,4.168166666666667
tracadie,2025-11-04 09:00:00+00:00,1.0,1.0,9.479999999999999,11.44,84.0,5.897333333333333,4.1658333333333335
tracadie,2025-11-04 10:00:00+00:00,1.0,0.8,6.6,8.440000000000001,91.0,5.792333333333334,4.164833333333333
tracadie,2025-11-04 11:00:00+00:00,5.566666666666666,1.0,2.2,3.48,59.0,5.631,4.184833333333333
tracadie,2025-11-04 12:00:00+00:00,26.133333333333333,0.4,7.6,10.360000000000001,272.0,5.789666666666666,4.3542499999999995
tracadie,2025-11-04 13:00:00+00:00,32.233333333333334,0.6000000000000001,13.4,17.64,284.0,6.332333333333334,4.455583333333333
tracadie,2025-11-04 14:00:00+00:00,66.3,0.6000000000000001,19.84,24.236666666666668,330.0,6.515333333333333,4.471416666666667
tracadie,2025-11-04 15:00:00+00:00,96.8,0.2,23.146666666666665,28.936666666666667,327.0,6.908333333333333,4.4735000000000005
tracadie,2025-11-04 16:00:00+00:00,75.33333333333333,0.4,29.759999999999998,38.1,296.0,7.099333333333333,4.474583333333333
tracadie,2025-11-04 17:00:00+00:00,74.03333333333333,0.0,30.576666666666664,40.419999999999995,296.0,7.376333333333333,4.47525
tracadie,2025-11-04 18:00:00+00:00,41.56666666666667,0.2,33.36,44.019999999999996,274.0,7.590999999999999,4.469916666666667
tracadie,2025-11-04 19:00:00+00:00,23.5,1.2000000000000002,44.14,56.019999999999996,299.0,7.674,4.441916666666667
tracadie,2025-11-04 20:00:00+00:00,5.8,2.0,43.5,56.22,299.0,7.5233333333333325,4.341666666666667
tracadie,2025-11-04 21:00:00+00:00,1.0,0.4,46.78,61.9,289.0,7.104333333333333,4.287833333333333
tracadie,2025-11-04 22:00:00+00:00,1.0,0.0,47.580000000000005,62.78,278.0,8.080333333333334,4.272583333333333
tracadie,2025-11-04 23:00:00+00:00,1.0,0.0,45.580000000000005,60.580000000000005,282.0,8.188666666666666,4.262166666666666
tracadie,2025-11-05 00:00:00+00:00,1.0,0.0,44.34,58.86,278.0,7.777,4.251
tracadie,2025-11-05 01:00:00+00:00,1.0,0.0,43.5,57.86,274.0,7.721,4.238916666666666
tracadie,2025-11-05 02:00:00+00:00,1.0,0.0,42.82,58.019999999999996,275.0,7.512666666666666,4.225583333333334
tracadie,2025-11-05 03:00:00+00:00,1.0,0.0,41.940000000000005,56.86,272.0,7.397333333333333,4.208083333333334
