station,timestamp_utc,solar_radiation_w_m2,wind_direction_deg,rain_mm,dew_point_c,relative_humidity_pct,air_temperature_c,wind_gust_speed_kmh,wind_speed_kmh
greenwich,2025-12-01 04:00:00+00:00,0.625,169.87450980392157,0.200048828125,2.1490863179461193,95.9379212125836,2.7321954075382613,22.14189056396484,12.824262408088236
greenwich,2025-12-01 05:00:00+00:00,0.625,169.87450980392157,0.200048828125,3.2340418774435737,96.39899799089545,3.752758210120271,25.84890391630285,13.826157908720129
greenwich,2025-12-01 06:00:00+00:00,0.625,168.47058823529412,0.8001953125,4.183666704596437,96.92785025813178,4.626760330019752,22.943406964470356,12.423504207835478
greenwich,2025-12-01 07:00:00+00:00,0.625,172.68235294117648,0.200048828125,5.198232150035191,97.5899646499326,5.545445584883413,23.143786064596735,12.2231251077091
greenwich,2025-12-01 08:00:00+00:00,0.625,183.91372549019607,0.200048828125,6.380861132958874,97.0113934030162,6.816233943264866,26.750609866871553,13.225020608340992
greenwich,2025-12-01 09:00:00+00:00,0.625,192.3372549019608,0.200048828125,7.070166455692607,96.53086137178606,7.579421888453162,29.355538168514475,13.62577880859375
greenwich,2025-12-01 10:00:00+00:00,0.625,193.7411764705882,0.8001953125,7.603128499488659,96.36682688639657,8.138854738204769,31.359329169778263,14.727863859288833
greenwich,2025-12-01 11:00:00+00:00,0.625,195.14509803921567,1.000244140625,7.841299820111709,97.81172910149792,8.158515317589009,28.954779968261718,14.727863859288833
greenwich,2025-12-01 12:00:00+00:00,10.0,276.57254901960783,3.6008789062499997,5.615230288781288,99.83723709976857,5.634811854811784,16.73165486055262,7.71459535486558
greenwich,2025-12-01 13:00:00+00:00,16.979166666666668,300.4392156862745,2.00048828125,5.313047889819333,100.0,5.309518632272511,13.826157908720129,5.810993903664982
greenwich,2025-12-01 14:00:00+00:00,114.47916666666667,301.843137254902,0.0,4.908187955619976,99.21835660334172,5.01818459230602,13.52558925853056,5.510425253475415
greenwich,2025-12-01 15:00:00+00:00,337.6041666666667,301.843137254902,0.0,4.75483908065628,93.26148877190305,5.7581373073129365,20.138099562701058,8.91686995562385
greenwich,2025-12-01 16:00:00+00:00,371.9791666666667,299.0352941176471,0.0,3.980885901941365,84.07632054118665,6.47485479213848,20.138099562701054,9.918765456255743
greenwich,2025-12-01 17:00:00+00:00,275.8333333333333,304.65098039215684,0.0,2.8964482001485083,77.7800666310623,6.490940720725587,24.4462502154182,11.822366907456342
greenwich,2025-12-01 18:00:00+00:00,211.97916666666666,294.8235294117647,0.0,2.7583260229065645,78.02382950586201,6.305058879274573,25.047387515797336,10.419713206571691
greenwich,2025-12-01 19:00:00+00:00,22.1875,300.4392156862745,0.0,1.5623764214837041,81.72757559573765,4.423005234583061,28.253453117819394,14.026537008846509
greenwich,2025-12-01 20:00:00+00:00,1.1458333333333333,318.69019607843137,0.0,0.1033877865575399,80.6636402939905,3.109321066635989,34.365015671673945,17.8337399112477
greenwich,2025-12-01 21:00:00+00:00,0.625,308.8627450980392,0.0,-1.6002479264725862,75.92011902037079,2.208509065758004,36.869754423253674,18.735445861816405
greenwich,2025-12-01 22:00:00+00:00,0.625,318.69019607843137,0.0,-2.727214577913798,73.56781363647924,1.4792803031424893,35.26672162224265,18.33468766156365
greenwich,2025-12-01 23:00:00+00:00,0.625,308.8627450980392,0.0,-3.25882723045293,74.52506294346533,0.7500515405269681,36.869754423253674,18.635256311753217
greenwich,2025-12-02 00:00:00+00:00,0.625,304.65098039215684,0.0,-4.49315440344312,71.83324432237227,-0.01849838085702871,33.16274107091567,16.431086210363052
greenwich,2025-12-02 01:00:00+00:00,0.625,313.0745098039216,0.0,-5.042284870213933,71.00442511635005,-0.43137054792610563,31.359329169778263,15.729759359920726
greenwich,2025-12-02 02:00:00+00:00,0.625,310.26666666666665,0.0,-6.0326357523600755,69.39116502632181,-1.1445133819545117,31.25913961971507,15.128622059541591
greenwich,2025-12-02 03:00:00+00:00,0.625,321.4980392156863,0.0,-6.028513838607965,71.77564151471223,-1.6020686839877811,26.149472566492417,12.2231251077091
greenwich,2025-12-02 04:00:00+00:00,0.625,318.69019607843137,0.0,-6.191040092300512,72.75196459906921,-1.952384462107002,22.44245921415441,11.221229607077206
greenwich,2025-12-02 05:00:00+00:00,0.625,324.3058823529412,0.0,-6.074004135513964,74.20386053253986,-2.098945144789532,18.33468766156365,9.11724905575023
greenwich,2025-12-02 06:00:00+00:00,0.625,300.4392156862745,0.0,-6.2249822388237535,74.5157803718115,-2.3116368672190553,15.629569809857538,7.514216254739201
greenwich,2025-12-02 07:00:00+00:00,0.625,296.2274509803921,0.0,-6.2204565624258334,77.2719412019023,-2.7906400740351285,13.926347458783319,5.911183453728171
greenwich,2025-12-02 08:00:00+00:00,0.625,241.4745098039216,0.0,-6.514484456297843,80.98102794944177,-3.723623932087333,14.527484759162455,8.315732655244714
greenwich,2025-12-02 09:00:00+00:00,0.625,244.28235294117647,0.0,-6.694123127418366,82.24638234022532,-4.113260868975034,14.928242959415213,8.015164005055148
