air_temperature_c,barometric_pressure_kpa,battery_v,bui,bui_qf,dc,dc_qf,dew_point_c,dmc,dmc_qf,ffmc,ffmc_qf,fwi,fwi_qf,isi,isi_qf,rain_mm,rain_mm_qf,relative_humidity_pct,solar_radiation_w_m2,station,timestamp_utc,wind_direction_deg,wind_gust_speed_kmh,wind_speed_kmh,wind_speed_kmh_qf
0.6374305555555555,,4.2626076388888885,12.501100976355556,0.0,16.24845,0.0,-1.391423611111111,6.099211676355556,0.0,71.19681713831899,0.0,0.0008127180119312449,0.0,1.4145776423624348,0.0,4.4,0.0,86.5329861111111,75.28819444444444,cavendish,2023-04-01,172.8715277777778,22.364583333333332,14.260416666666666,0.0
2.5123611111111113,,4.266427083333333,8.804385829251673,0.0,13.07645160703283,0.0,-0.9744097222222221,3.652263896080738,0.0,36.93923828311328,0.0,7.859476613595512e-09,0.0,0.001798665203016082,0.0,0.2,0.0,79.8,162.31628787878788,cavendish,2023-04-02,286.20138888888886,27.381944444444443,15.697916666666666,0.0
-1.4649753086419752,,4.262694444444445,9.118699138921913,0.0,13.962977729466092,0.0,-9.797779320987654,3.6172859135122724,0.0,69.0435884254935,0.0,0.0001602607459601928,0.0,0.48767230306703074,0.0,0.0,0.0,53.36536265432099,185.20532407407407,cavendish,2023-04-03,283.5574845679012,30.624922839506173,17.35787037037037,0.0
3.854569444444444,,4.265298611111111,10.150385670564328,0.0,15.424217312799426,0.0,-0.46104166666666674,4.073244049321354,0.0,79.21222410343158,0.0,0.000880252869582676,0.0,1.6247653859576705,0.0,0.0,0.0,74.2475,182.89305555555555,cavendish,2023-04-04,187.3166666666667,16.094444444444445,10.291666666666666,0.0
-1.062888888888889,,4.266826388888889,11.715969848024356,0.0,17.59364314613276,0.0,-6.969625000000001,4.784074448448048,0.0,81.36365346418388,0.0,0.001976437342499742,0.0,2.603138106782798,0.0,0.0,0.0,64.3573611111111,164.9125,cavendish,2023-04-05,251.125,20.994444444444444,14.379166666666668,0.0
0.1346805555555555,,4.258142361111111,11.725418071298572,0.0,18.60771064613276,0.0,-1.5767916666666666,4.393980076722266,0.0,68.61147189462535,0.0,0.00048791214869020404,0.0,0.9262046434018426,0.0,1.6,0.0,88.56194444444445,101.66527777777777,cavendish,2023-04-06,176.55277777777778,15.181944444444445,10.329166666666667,0.0
4.1426388888888885,,4.271305555555556,12.30257901829112,0.0,19.962503146132757,0.0,0.8774722222222223,4.4373527787148115,0.0,65.1434164511557,0.0,2.1581373169579112e-05,0.0,0.20964080111497507,0.0,0.0,0.0,80.27291666666666,165.9777777777778,cavendish,2023-04-07,268.20416666666665,24.72638888888889,16.116666666666667,0.0
-1.510027777777778,,4.271565972222223,13.519808757805963,0.0,21.817995646132758,0.0,-8.366208333333333,4.923518473229656,0.0,77.76985737289706,0.0,0.0006784239074842463,0.0,1.6139345649329864,0.0,0.0,0.0,59.73361111111112,181.85555555555558,cavendish,2023-04-08,304.9152777777778,28.65833333333333,18.938888888888886,0.0
-0.8201527777777778,,4.269184027777778,14.101851407732896,0.0,22.87932814613276,0.0,-8.110902777777778,5.087396118156589,0.0,81.60370306850639,0.0,0.0015180001857669637,0.0,2.523128673288386,0.0,0.0,0.0,59.13625,204.13194444444446,cavendish,2023-04-09,299.80833333333334,17.033333333333335,11.525,0.0
5.904236111111111,,4.272743055555556,14.749005283743209,0.0,23.964353146132762,0.0,-5.095402777777777,5.3070501441669,0.0,84.90120640015384,0.0,0.005312449071556392,0.0,4.699308907166564,0.0,0.0,0.0,47.42402777777778,208.7541666666667,cavendish,2023-04-10,248.18611111111113,21.681944444444444,14.319444444444445,0.0
9.826652777777777,,4.275927083333333,18.009434441392276,0.0,26.93763814613276,0.0,0.29265277777777776,7.396005011815967,0.0,86.70002011759476,0.0,0.006339867459731252,0.0,5.97604859129788,0.0,0.0,0.0,52.41027777777777,190.6986111111111,cavendish,2023-04-11,232.22916666666666,21.898611111111112,14.298611111111112,0.0
5.281625,,4.276052083333334,20.072639309692207,0.0,30.812633146132757,0.0,2.272569444444444,7.932461850115902,0.0,63.54533323139325,0.0,0.0006978706464525812,0.0,0.8124318501058374,0.0,2.6,0.0,81.97777777777777,52.862500000000004,cavendish,2023-04-12,278.4402777777778,18.709722222222222,12.223611111111111,0.0
